genome_name	motility_number	prediction	motile/non-motile/partial
Corynebacterium_coyleae	0	No	Non-Motile
Corynebacterium_crenatum	0	No	Non-Motile
Corynebacterium_crudilactis	0	No	Non-Motile
Corynebacterium_cyclohexanicum	0	No	Non-Motile
Corynebacterium_cystitidis	0	No	Non-Motile
Corynebacterium_deserti	0	No	Non-Motile
Corynebacterium_diphtheriae	0	No	Non-Motile
Corynebacterium_doosanense	0	No	Non-Motile
Corynebacterium_durum	0	No	Non-Motile
Corynebacterium_efficiens	0	No	Non-Motile
Corynebacterium_epidermidicanis	0	No	Non-Motile
Corynebacterium_falsenii	0	No	Non-Motile
Corynebacterium_flavescens	0	No	Non-Motile
Corynebacterium_fournierii	0	No	Non-Motile
Corynebacterium_frankenforstense	0	No	Non-Motile
Corynebacterium_freiburgense	0	No	Non-Motile
Corynebacterium_freneyi	0	No	Non-Motile
Corynebacterium_genitalium	0	No	Non-Motile
Corynebacterium_geronticis	0	No	Non-Motile
Corynebacterium_glaucum	0	No	Non-Motile
Corynebacterium_glucuronolyticum	0	No	Non-Motile
Corynebacterium_glyciniphilum	0	No	Non-Motile
Corynebacterium_godavarianum	0	No	Non-Motile
Corynebacterium_gottingense	0	No	Non-Motile
Corynebacterium_halotolerans	0	No	Non-Motile
Corynebacterium_heidelbergense	0	No	Non-Motile
Corynebacterium_humireducens	0	No	Non-Motile
Corynebacterium_imitans	0	No	Non-Motile
Corynebacterium_kefirresidentii	0	No	Non-Motile
Corynebacterium_kutscheri	0	No	Non-Motile
Corynebacterium_lactis	0	No	Non-Motile
Corynebacterium-like_bacterium	0	No	Non-Motile
Corynebacterium_lipophiloflavum	0	No	Non-Motile
Corynebacterium_lubricantis	0	No	Non-Motile
Corynebacterium_macginleyi	0	No	Non-Motile
Corynebacterium_marinum	0	No	Non-Motile
Corynebacterium_maris	0	No	Non-Motile
Corynebacterium_massiliense	0	No	Non-Motile
Corynebacterium_mastitidis	0	No	Non-Motile
Corynebacterium_matruchotii	0	No	Non-Motile
Corynebacterium_minutissimum	0	No	Non-Motile
Corynebacterium_mucifaciens	0	No	Non-Motile
Corynebacterium_mustelae	0	No	Non-Motile
Corynebacterium_mycetoides	0	No	Non-Motile
Corynebacterium_nuruki	0	No	Non-Motile
Corynebacterium_otitidis	0	No	Non-Motile
Corynebacterium_pelargi	0	No	Non-Motile
Corynebacterium_phocae	0	No	Non-Motile
Corynebacterium_phoceense	0	No	Non-Motile
Corynebacterium_pilosum	0	No	Non-Motile
Corynebacterium_pollutisoli	0	No	Non-Motile
Corynebacterium_propinquum	0	No	Non-Motile
Corynebacterium_provencense	0	No	Non-Motile
Corynebacterium_pseudodiphtheriticum	0	No	Non-Motile
Corynebacterium_pseudogenitalium	0	No	Non-Motile
Corynebacterium_pseudopelargi	0	No	Non-Motile
Corynebacterium_pseudotuberculosis	0	No	Non-Motile
Corynebacterium_pyruviciproducens	0	No	Non-Motile
Corynebacterium_renale	0	No	Non-Motile
Corynebacterium_resistens	0	No	Non-Motile
Corynebacterium_riegelii	0	No	Non-Motile
Corynebacterium_sanguinis	0	No	Non-Motile
Corynebacterium_segmentosum	0	No	Non-Motile
Corynebacterium_silvaticum	0	No	Non-Motile
Corynebacterium_simulans	0	No	Non-Motile
Corynebacterium_singulare	0	No	Non-Motile
Corynebacterium_sp.	0	No	Non-Motile
Corynebacterium_sphenisci	0	No	Non-Motile
Corynebacterium_spheniscorum	0	No	Non-Motile
Corynebacterium_sputi	0	No	Non-Motile
Corynebacterium_stationis	0	No	Non-Motile
Corynebacterium_striatum	0	No	Non-Motile
Corynebacterium_tapiri	0	No	Non-Motile
Corynebacterium_terpenotabidum	0	No	Non-Motile
Corynebacterium_testudinoris	0	No	Non-Motile
Corynebacterium_timonense	0	No	Non-Motile
Corynebacterium_tuberculostearicum	0	No	Non-Motile
Corynebacterium_tuscaniense	0	No	Non-Motile
Corynebacterium_ulcerans	0	No	Non-Motile
Corynebacterium_ulceribovis	0	No	Non-Motile
Corynebacterium_urealyticum	0	No	Non-Motile
Corynebacterium_ureicelerivorans	0	No	Non-Motile
Corynebacterium_urinapleomorphum	0	No	Non-Motile
Corynebacterium_uterequi	0	No	Non-Motile
Corynebacterium_variabile	0	No	Non-Motile
Corynebacterium_vitaeruminis	0	No	Non-Motile
Corynebacterium_xerosis	0	No	Non-Motile
Cosenzaea_myxofaciens	22	Yes	Motile
Costertonia_aggregata	2	No	Non-Motile
Couchioplanes_caeruleus	22	Yes	Motile
Coxiella_burnetii	0	No	Non-Motile
Coxiellaceae_bacterium	1	No	Non-Motile
Coxiella_endosymbiont	0	No	Non-Motile
Coxiella-like_endosymbiont	0	No	Non-Motile
Coxiella_sp.	19	Yes	Motile
Crassaminicella_profunda	24	Yes	Motile
Crassaminicella_sp.	24	Yes	Motile
Crenalkalicoccus_roseus	19	Yes	Motile
Crenarchaeota_archaeon	0	No	Non-Motile
crenarchaeote_JGI-OTU-1	0	No	Non-Motile
crenarchaeote_SCGC	0	No	Non-Motile
Crenobacter_cavernae	23	Yes	Motile
Crenobacter_luteus	23	Yes	Motile
Crenobacter_sp.	23	Yes	Motile
Crenotalea_thermophila	1	No	Non-Motile
Crenothrix_polyspora	2	No	Non-Motile
Crenothrix_sp.	1	No	Non-Motile
Crenotrichaceae_bacterium	5	No	Non-Motile
Criblamydia_sequanensis	6	No	Non-Motile
Cribrihabitans_marinus	19	Yes	Motile
Cricetibacter_osteomyelitidis	0	No	Non-Motile
Criibacterium_bergeronii	21	Yes	Motile
Crinalium_epipsammum	0	No	Non-Motile
Croceibacter_atlanticus	2	No	Non-Motile
Croceibacterium_sp.	21	Yes	Motile
Croceibacter_sp.	1	No	Non-Motile
Croceicoccus_marinus	0	No	Non-Motile
Croceicoccus_mobilis	18	Maybe	Possibly Motile
Croceicoccus_naphthovorans	1	No	Non-Motile
Croceicoccus_pelagius	1	No	Non-Motile
Croceicoccus_sp.	21	Yes	Motile
Croceitalea_dokdonensis	2	No	Non-Motile
Croceitalea_sp.	2	No	Non-Motile
Croceivirga_radicis	1	No	Non-Motile
Croceivirga_sp.	1	No	Non-Motile
Crocinitomicaceae_bacterium	2	No	Non-Motile
Crocinitomix_algicola	1	No	Non-Motile
